NAME,ADDRESS,SEQ,START,END,TYPE,READWRITE,DEFAULT,IS_REGISTER,GROUP,DESCRIPTION
DRP.TX_USERPATTERN_DATA0,85,0,0,9,attr_hidden,rw,,,,
DRP.TX_USERPATTERN_DATA1,86,0,0,9,attr_hidden,rw,,,,
DRP.TX_USERPATTERN_DATA2,87,0,0,9,attr_hidden,rw,,,,
DRP.TX_USERPATTERN_DATA3,88,0,0,9,attr_hidden,rw,,,,
DRP.RXPRBS_LINKACQ_CNT,89,0,0,7,attr,rw,,,,
DRP.TX_PMADATA_OPT,8a,0,15,15,attr,rw,,,,
DRP.RXSYNC_OVRD,8a,0,14,14,attr,rw,,,,
DRP.TXSYNC_OVRD,8a,0,13,13,attr,rw,,,,
DRP.TX_IDLE_DATA_ZERO,8a,0,12,12,attr,rw,,,,
DRP.A_RXOSCALRESET,8a,0,11,11,attr,rw,,,,
DRP.RXOOB_CLK_CFG,8a,0,10,10,attr,rw,,,,
DRP.TXSYNC_SKIP_DA,8a,0,9,9,attr,rw,,,,
DRP.RXSYNC_SKIP_DA,8a,0,8,8,attr,rw,,,,
DRP.RXCFOKDONE_SRC,8a,0,5,6,attr,rw,,,,
DRP.RXOSCALRESET_TIME,8a,0,0,4,attr,rw,,,,
DRP.TXSYNC_MULTILANE,8b,0,10,10,attr,rw,,,,
DRP.RXSYNC_MULTILANE,8b,0,9,9,attr,rw,,,,
DRP.ACJTAG_MODE,8c,0,15,15,attr,rw,,,,
DRP.ACJTAG_DEBUG_MODE,8c,0,14,14,attr,rw,,,,
DRP.ACJTAG_RESET,8c,0,13,13,attr,rw,,,,
DRP.RESET_POWERSAVE_DISABLE,8c,0,12,12,attr,rw,,,,
DRP.RX_TUNE_AFE_OS,8c,0,10,11,attr,rw,,,,
DRP.RX_DFE_KL_LPM_KL_CFG0,8c,0,8,9,attr,rw,,,,
DRP.RX_DFE_KL_LPM_KL_CFG1,8c,0,5,7,attr,rw,,,,
DRP.RXDFELPM_KL_CFG2,8d,0,0,15,attr,rw,,,,
DRP.RXDFE_VP_CFG0,8e,0,0,15,attr,rw,,,,
DRP.RXDFE_VP_CFG1,8f,0,0,15,attr,rw,,,,
DRP.RXDFE_UT_CFG1,90,0,0,15,attr,rw,,,,
DRP.ADAPT_CFG0,91,0,0,15,attr,rw,,,,
DRP.ADAPT_CFG1,92,0,0,15,attr,rw,,,,
DRP.RXCFOK_CFG0,93,0,0,15,attr,rw,,,,
DRP.A_RXDFECFOKFEN,94,0,15,15,attr_hidden,rw,,,,
DRP.A_DFECFOKFPULSE,94,0,14,14,attr_hidden,rw,,,,
DRP.A_DFECFOKHOLD,94,0,13,13,attr_hidden,rw,,,,
DRP.A_DFECFOKOVREN,94,0,12,12,attr_hidden,rw,,,,
DRP.ES_CLK_PHASE_SEL,94,0,11,11,attr,rw,,,,
DRP.USE_PCS_CLK_PHASE_SEL,94,0,10,10,attr,rw,,,,
DRP.A_LPMGCHOLD,94,0,3,3,attr_hidden,rw,,,,
DRP.A_LPMGCOVREN,94,0,2,2,attr_hidden,rw,,,,
DRP.A_LPMOSHOLD,94,0,1,1,attr_hidden,rw,,,,
DRP.A_LPMOSOVREN,94,0,0,0,attr_hidden,rw,,,,
DRP.PMA_RSV1,95,0,0,15,attr,rw,,,,
DRP.A_DFECFOKFCDAC,96,0,8,13,attr_hidden,rw,,,,
DRP.A_DFECFOKFCNUM,96,0,4,7,attr_hidden,rw,,,,
DRP.A_AFECFOKEN,96,0,3,3,attr_hidden,rw,,,,
DRP.RX_AFE_CM_EN,97,0,12,12,attr,rw,,,,
DRP.RX_CAPFF_SARC_ENB,97,0,11,11,attr,rw,,,,
DRP.RX_EYESCAN_VS_NEG_DIR,97,0,10,10,attr,rw,,,,
DRP.RX_EYESCAN_VS_UT_SIGN,97,0,9,9,attr,rw,,,,
DRP.RX_EYESCAN_VS_CODE,97,0,2,8,attr,rw,,,,
DRP.RX_EYESCAN_VS_RANGE,97,0,0,1,attr,rw,,,,
DRP.RXDFE_HE_CFG1,98,0,0,15,attr,rw,,,,
DRP.GEARBOX_MODE,99,0,11,15,attr,rw,,,,
DRP.TXPI_SYNFREQ_PPM,99,0,8,10,attr,rw,,,,
DRP.TXPI_PPMCLK_SEL,99,0,7,7,attr,rw,,,,
DRP.TXPI_INVSTROBE_SEL,99,0,6,6,attr,rw,,,,
DRP.TXPI_GRAY_SEL,99,0,5,5,attr,rw,,,,
DRP.A_TXPIPPMPD,99,0,4,4,attr_hidden,rw,,,,
DRP.TXPI_LPM,99,0,3,3,attr,rw,,,,
DRP.TXPI_VREFSEL,99,0,2,2,attr,rw,,,,
DRP.TXPI_PPM_CFG,9a,0,0,7,attr,rw,,,,
DRP.RX_DFELPM_KLKH_AGC_STUP_EN,9b,0,15,15,attr,rw,,,,
DRP.RX_DFELPM_CFG0,9b,0,11,14,attr,rw,,,,
DRP.RX_DFELPM_CFG1,9b,0,10,10,attr,rw,,,,
DRP.RX_DFE_KL_LPM_KH_CFG0,9b,0,8,9,attr,rw,,,,
DRP.RX_DFE_KL_LPM_KH_CFG1,9b,0,5,7,attr,rw,,,,
DRP.A_TXPIPPMSEL,9c,0,14,14,attr_hidden,rw,,,,
DRP.A_TXPIPPMOVRDEN,9c,0,13,13,attr_hidden,rw,,,,
DRP.TXPI_CFG0,9c,0,11,12,attr,rw,,,,
DRP.TXPI_CFG1,9c,0,9,10,attr,rw,,,,
DRP.TXPI_CFG2,9c,0,7,8,attr,rw,,,,
DRP.TXPI_CFG3,9c,0,6,6,attr,rw,,,,
DRP.TXPI_CFG4,9c,0,5,5,attr,rw,,,,
DRP.TXPI_CFG5,9c,0,2,4,attr,rw,,,,
DRP.RXPI_CFG,9d,0,0,15,attr,rw,,,,
DRP.RXDFE_UT_CFG0,9e,0,0,15,attr,rw,,,,
DRP.RXDFE_GC_CFG0,9f,0,0,15,attr,rw,,,,
DRP.RXDFE_GC_CFG1,a0,0,0,15,attr,rw,,,,
DRP.RXDFE_GC_CFG2,a1,0,0,15,attr,rw,,,,
DRP.RXCDR_CFG0_GEN3,a2,0,0,15,attr,rw,,,,
DRP.RXCDR_CFG1_GEN3,a3,0,0,15,attr,rw,,,,
DRP.RXCDR_CFG2_GEN3,a4,0,0,15,attr,rw,,,,
DRP.RXCDR_CFG3_GEN3,a5,0,0,15,attr,rw,,,,
DRP.RXCDR_CFG4_GEN3,a6,0,0,15,attr,rw,,,,
DRP.RXCDR_CFG5_GEN3,a7,0,0,15,attr,rw,,,,
DRP.RXCDR_CFG5,a8,0,0,15,attr,rw,,,,
DRP.PCIE_RXPMA_CFG,a9,0,0,15,attr,rw,,,,
DRP.PCIE_TXPCS_CFG_GEN3,aa,0,0,15,attr,rw,,,,
DRP.PCIE_TXPMA_CFG,ab,0,0,15,attr,rw,,,,
DRP.A_RXDFETAP8HOLD,ac,0,15,15,attr_hidden,rw,,,,
DRP.A_RXDFETAP8OVRDEN,ac,0,14,14,attr_hidden,rw,,,,
DRP.A_RXDFETAP9HOLD,ac,0,13,13,attr_hidden,rw,,,,
DRP.A_RXDFETAP9OVRDEN,ac,0,12,12,attr_hidden,rw,,,,
DRP.A_RXDFETAP10HOLD,ac,0,11,11,attr_hidden,rw,,,,
DRP.A_RXDFETAP10OVRDEN,ac,0,10,10,attr_hidden,rw,,,,
DRP.A_RXDFETAP11HOLD,ac,0,9,9,attr_hidden,rw,,,,
DRP.A_RXDFETAP11OVRDEN,ac,0,8,8,attr_hidden,rw,,,,
DRP.RX_CLK_SLIP_OVRD,ac,0,3,7,attr,rw,,,,
DRP.PCS_RSVD1,ac,0,0,2,attr,rw,,,,
DRP.PLL_SEL_MODE_GEN3,ad,0,11,12,attr,rw,,,,
DRP.PLL_SEL_MODE_GEN12,ad,0,9,10,attr,rw,,,,
DRP.RATE_SW_USE_DRP,ad,0,8,8,attr,rw,,,,
DRP.RXPI_LPM,ad,0,3,3,attr,rw,,,,
DRP.RXPI_VREFSEL,ad,0,2,2,attr,rw,,,,
DRP.RXPI_SEL_LC,ad,0,0,1,attr,rw,,,,
DRP.RXDFE_H3_CFG0,ae,0,0,15,attr,rw,,,,
DRP.DFE_D_X_REL_POS,af,0,15,15,attr,rw,,,,
DRP.DFE_VCM_COMP_EN,af,0,14,14,attr,rw,,,,
DRP.GM_BIAS_SELECT,af,0,13,13,attr,rw,,,,
DRP.EVODD_PHI_CFG,af,0,0,10,attr,rw,,,,
DRP.RXDFE_H3_CFG1,b0,0,0,15,attr,rw,,,,
DRP.RXDFE_H4_CFG0,b1,0,0,15,attr,rw,,,,
DRP.RXDFE_H4_CFG1,b2,0,0,15,attr,rw,,,,
DRP.RXDFE_H5_CFG0,b3,0,0,15,attr,rw,,,,
DRP.PROCESS_PAR,b4,0,13,15,attr,rw,,,,
DRP.TEMPERATURE_PAR,b4,0,8,11,attr,rw,,,,
DRP.TX_MODE_SEL,b4,0,5,7,attr,rw,,,,
DRP.TX_SARC_LPBK_ENB,b4,0,4,4,attr,rw,,,,
DRP.RXDFE_H5_CFG1,b5,0,0,15,attr,rw,,,,
DRP.TX_DCD_CFG,b6,0,10,15,attr,rw,,,,
DRP.TX_DCD_EN,b6,0,9,9,attr,rw,,,,
DRP.TX_EML_PHI_TUNE,b6,0,8,8,attr,rw,,,,
DRP.CPLL_CFG3,b6,0,0,5,attr,rw,,,,
DRP.RXDFE_H6_CFG0,b7,0,0,15,attr,rw,,,,
DRP.RXDFE_H6_CFG1,b8,0,0,15,attr,rw,,,,
DRP.RXDFE_H7_CFG0,b9,0,0,15,attr,rw,,,,
DRP.DDI_REALIGN_WAIT,ba,0,2,6,attr,rw,,,,
DRP.DDI_CTRL,ba,0,0,1,attr,rw,,,,
DRP.TXGBOX_FIFO_INIT_RD_ADDR,bb,0,9,11,attr,rw,,,,
DRP.TX_SAMPLE_PERIOD,bb,0,6,8,attr,rw,,,,
DRP.RXGBOX_FIFO_INIT_RD_ADDR,bb,0,3,5,attr,rw,,,,
DRP.RX_SAMPLE_PERIOD,bb,0,0,2,attr,rw,,,,
DRP.CPLL_CFG2,bc,0,0,15,attr,rw,,,,
DRP.RXPHSAMP_CFG,bd,0,0,15,attr,rw,,,,
DRP.RXPHSLIP_CFG,be,0,0,15,attr,rw,,,,
DRP.RXPHBEACON_CFG,bf,0,0,15,attr,rw,,,,
DRP.RXDFE_H7_CFG1,c0,0,0,15,attr,rw,,,,
DRP.RXDFE_H8_CFG0,c1,0,0,15,attr,rw,,,,
DRP.RXDFE_H8_CFG1,c2,0,0,15,attr,rw,,,,
DRP.PCIE_BUFG_DIV_CTRL,c3,0,0,15,attr,rw,,,,
DRP.PCIE_RXPCS_CFG_GEN3,c4,0,0,15,attr,rw,,,,
DRP.RXDFE_H9_CFG0,c5,0,0,15,attr,rw,,,,
DRP.RX_PROGDIV_CFG,c6,0,0,15,attr,rw,,,,
DRP.RXDFE_H9_CFG1,c7,0,0,15,attr,rw,,,,
DRP.RXDFE_HA_CFG0,c8,0,0,15,attr,rw,,,,
DRP.A_TXPOSTCURSOR,c9,0,11,15,attr_hidden,rw,,,,
DRP.A_TXPRECURSOR,c9,0,6,10,attr_hidden,rw,,,,
DRP.A_TXSWING,c9,0,5,5,attr_hidden,rw,,,,
DRP.A_TXBUFDIFFCTRL,c9,0,0,2,attr_hidden,rw,,,,
DRP.CHAN_BOND_SEQ_1_2,ca,0,0,9,attr,rw,,,,
DRP.CPLL_CFG0,cb,0,0,15,attr,rw,,,,
DRP.CPLL_CFG1,cc,0,0,15,attr,rw,,,,
DRP.CPLL_INIT_CFG1,cd,0,8,15,attr,rw,,,,
DRP.RX_DDI_SEL,cd,0,2,7,attr,rw,,,,
DRP.DEC_VALID_COMMA_ONLY,cd,0,1,1,attr,rw,,,,
DRP.DEC_MCOMMA_DETECT,cd,0,0,0,attr,rw,,,,
DRP.RXDFE_HA_CFG1,ce,0,0,15,attr,rw,,,,
DRP.RXDFE_HB_CFG0,cf,0,0,15,attr,rw,,,,
DRP.RX_RESLOAD_OVRD,d0,0,8,8,attr,rw,,,,
DRP.RX_DEGEN_CTRL,d0,0,4,6,attr,rw,,,,
DRP.RX_RESLOAD_CTRL,d0,0,0,3,attr,rw,,,,
DRP.RX_EN_CTLE_RCAL_B,d1,0,12,12,attr,rw,,,,
DRP.RX_EXT_RL_CTRL,d1,0,3,11,attr,rw,,,,
DRP.RX_CTLE1_KHKL,d1,0,2,2,attr,rw,,,,
DRP.RX_CTLE2_KHKL,d1,0,1,1,attr,rw,,,,
DRP.RX_CTLE3_AGC,d1,0,0,0,attr,rw,,,,
DRP.LPBK_EN_RCAL_B,d3,0,13,13,attr,rw,,,,
DRP.LPBK_BIAS_CTRL,d3,0,2,4,attr,rw,,,,
DRP.RX_XMODE_SEL,d3,0,1,1,attr,rw,,,,
DRP.ISCAN_CK_PH_SEL2,d3,0,0,0,attr,rw,,,,
DRP.LPBK_RG_CTRL,d4,0,7,10,attr,rw,,,,
DRP.TX_PI_SEL_QPLL1,d4,0,6,6,attr,rw,,,,
DRP.TX_PI_SEL_QPLL0,d4,0,5,5,attr,rw,,,,
DRP.CKCAL1_CFG_0,d5,0,0,15,attr,rw,,,,
DRP.CKCAL1_CFG_1,d6,0,0,15,attr,rw,,,,
DRP.CKCAL2_CFG_0,d7,0,0,15,attr,rw,,,,
DRP.CKCAL2_CFG_1,d8,0,0,15,attr,rw,,,,
DRP.CKCAL2_CFG_2,d9,0,0,15,attr,rw,,,,
DRP.ADAPT_CFG2,da,0,0,15,attr,rw,,,,
DRP.RXCDR_LOCK_CFG3,db,0,0,15,attr,rw,,,,
DRP.A_RXDFETAP12HOLD,dc,0,7,7,attr_hidden,rw,,,,
DRP.A_RXDFETAP12OVRDEN,dc,0,6,6,attr_hidden,rw,,,,
DRP.A_RXDFETAP13HOLD,dc,0,5,5,attr_hidden,rw,,,,
DRP.A_RXDFETAP13OVRDEN,dc,0,4,4,attr_hidden,rw,,,,
DRP.A_RXDFETAP14HOLD,dc,0,3,3,attr_hidden,rw,,,,
DRP.A_RXDFETAP14OVRDEN,dc,0,2,2,attr_hidden,rw,,,,
DRP.A_RXDFETAP15HOLD,dc,0,1,1,attr_hidden,rw,,,,
DRP.A_RXDFETAP15OVRDEN,dc,0,0,0,attr_hidden,rw,,,,
DRP.A_ELPCALDVORWREN,dd,0,3,3,attr_hidden,rw,,,,
DRP.A_ELPCALPAORWREN,dd,0,2,2,attr_hidden,rw,,,,
DRP.A_MUXDCDORWREN,dd,0,1,1,attr_hidden,rw,,,,
DRP.A_MUXDCDEXHOLD,dd,0,0,0,attr_hidden,rw,,,,
DRP.TXPH_CFG2,de,0,0,15,attr,rw,,,,
DRP.AUTO_BW_SEL_BYPASS,df,0,0,0,attr,rw,,,,
DRP.RXDFE_PWR_SAVING,e0,0,9,9,attr,rw,,,,
DRP.CTLE3_OCAP_EXT_CTRL,e0,0,6,8,attr,rw,,,,
DRP.CTLE3_OCAP_EXT_EN,e0,0,5,5,attr,rw,,,,
DRP.RXPI_STARTCODE,e0,0,0,1,attr,rw,,,,
DRP.CAPBYPASS_FORCE,e1,0,0,0,attr,rw,,,,
DRP.TX_PREDRV_CTRL,e2,0,6,7,attr,rw,,,,
DRP.TX_DRVMUX_CTRL,e2,0,4,5,attr,rw,,,,
DRP.TX_CLKREG_SET,e2,0,1,3,attr,rw,,,,
DRP.TX_CLKREG_PDB,e2,0,0,0,attr,rw,,,,
DRP.TX_USERPATTERN_DATA4,e3,0,0,9,attr_hidden,rw,,,,
DRP.TX_USERPATTERN_DATA5,e4,0,0,9,attr_hidden,rw,,,,
DRP.TX_USERPATTERN_DATA6,e5,0,0,9,attr_hidden,rw,,,,
DRP.TX_USERPATTERN_DATA7,e6,0,0,9,attr_hidden,rw,,,,
DRP.ES_QUALIFIER5,e7,0,0,15,attr,rw,,,,
DRP.ES_QUALIFIER6,e8,0,0,15,attr,rw,,,,
DRP.ES_QUALIFIER7,e9,0,0,15,attr,rw,,,,
DRP.ES_QUALIFIER8,ea,0,0,15,attr,rw,,,,
DRP.ES_QUALIFIER9,eb,0,0,15,attr,rw,,,,
DRP.ES_QUAL_MASK5,ec,0,0,15,attr,rw,,,,
DRP.ES_QUAL_MASK6,ed,0,0,15,attr,rw,,,,
DRP.ES_QUAL_MASK7,ee,0,0,15,attr,rw,,,,
DRP.ES_QUAL_MASK8,ef,0,0,15,attr,rw,,,,
DRP.ES_QUAL_MASK9,f0,0,0,15,attr,rw,,,,
DRP.ES_SDATA_MASK5,f1,0,0,15,attr,rw,,,,
DRP.ES_SDATA_MASK6,f2,0,0,15,attr,rw,,,,
DRP.ES_SDATA_MASK7,f3,0,0,15,attr,rw,,,,
DRP.ES_SDATA_MASK8,f4,0,0,15,attr,rw,,,,
DRP.ES_SDATA_MASK9,f5,0,0,15,attr,rw,,,,
DRP.CKCAL1_CFG_2,f6,0,0,15,attr,rw,,,,
DRP.CKCAL1_CFG_3,f7,0,0,15,attr,rw,,,,
DRP.CKCAL2_CFG_3,f8,0,0,15,attr,rw,,,,
DRP.CKCAL2_CFG_4,f9,0,0,15,attr,rw,,,,
DRP.RX_DIV2_MODE_B,fa,0,5,5,attr,rw,,,,
DRP.RXPI_AUTO_BW_SEL_BYPASS,fa,0,4,4,attr,rw,,,,
DRP.RX_VREG_CTRL,fa,0,1,3,attr,rw,,,,
DRP.RX_VREG_PDB,fa,0,0,0,attr,rw,,,,
DRP.LPBK_EXT_RCAL,fb,0,6,9,attr,rw,,,,
DRP.PREIQ_FREQ_BST,fb,0,4,5,attr,rw,,,,
DRP.TX_FIFO_BYP_EN,fb,0,3,3,attr,rw,,,,
DRP.TX_PI_BIASSET,fb,0,1,2,attr,rw,,,,
DRP.TX_PI_DIV2_MODE_B,fb,0,0,0,attr,rw,,,,
DRP.TX_PHICAL_CFG0,fc,0,0,15,attr,rw,,,,
DRP.TX_PHICAL_CFG1,fd,0,0,15,attr,rw,,,,
DRP.TX_PHICAL_CFG2,fe,0,0,15,attr,rw,,,,
DRP.TX_PI_CFG0,ff,0,0,15,attr,rw,,,,
DRP.TX_PI_CFG1,100,0,0,15,attr,rw,,,,
DRP.PMA_RSV0,101,0,0,15,attr,rw,,,,
DRP.RXPI_RSV0,102,0,0,15,attr,rw,,,,
DRP.RX_PROGDIV_RATE,103,0,0,15,attr,rw,,,,
DRP.TXPI_RSV0,104,0,0,15,attr,rw,,,,
DRP.TX_PROGDIV_RATE,105,0,0,15,attr,rw,,,,
DRP.LOOP0_CFG,106,0,0,15,attr,rw,,,,
DRP.LOOP1_CFG,107,0,0,15,attr,rw,,,,
DRP.LOOP2_CFG,108,0,0,15,attr,rw,,,,
DRP.LOOP3_CFG,109,0,0,15,attr,rw,,,,
DRP.LOOP4_CFG,10a,0,0,15,attr,rw,,,,
DRP.LOOP5_CFG,10b,0,0,15,attr,rw,,,,
DRP.LOOP6_CFG,10c,0,0,15,attr,rw,,,,
DRP.LOOP7_CFG,10d,0,0,15,attr,rw,,,,
DRP.LOOP8_CFG,10e,0,0,15,attr,rw,,,,
DRP.LOOP9_CFG,10f,0,0,15,attr,rw,,,,
DRP.LOOP10_CFG,110,0,0,15,attr,rw,,,,
DRP.LOOP11_CFG,111,0,0,15,attr,rw,,,,
DRP.LOOP12_CFG,112,0,0,15,attr,rw,,,,
DRP.LOOP13_CFG,113,0,0,15,attr,rw,,,,
DRP.CKCAL_RSVD0,114,0,0,15,attr,rw,,,,
DRP.CKCAL_RSVD1,115,0,0,15,attr,rw,,,,
DRP.CH_HSPMUX,116,0,0,15,attr,rw,,,,
DRP.DO_FROM_EB_THRESHOLDS,22f,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_LATENCY,230,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_RD_ADDR_32,231,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_RD_ADDR_10,232,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_SKEWS,233,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_SYNC_PTS,234,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_SEARCH_PTS,235,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_FTS_INFO,236,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_WR_ADDR,237,0,0,15,attr_hidden,rw,,,,
DRP.COE_STATUS_OCA_SEL,250,0,0,15,attr_hidden,rw,,,,
DRP.ES_CONTROL_STATUS,253,0,0,3,attr,r,,,,
DRP.ES_ERROR_COUNT,251,0,0,15,attr,r,,,,
DRP.ES_SAMPLE_COUNT,252,0,0,15,attr,r,,,,
DRP.ES_RDATA_BYTE4,254,0,0,15,attr,r,,,,
DRP.ES_RDATA_BYTE3,255,0,0,15,attr,r,,,,
DRP.ES_RDATA_BYTE2,256,0,0,15,attr,r,,,,
DRP.ES_RDATA_BYTE1,257,0,0,15,attr,r,,,,
DRP.ES_RDATA_BYTE0,258,0,0,15,attr,r,,,,
DRP.ES_SDATA_BYTE4,259,0,0,15,attr,r,,,,
DRP.ES_SDATA_BYTE3,25A,0,0,15,attr,r,,,,
DRP.ES_SDATA_BYTE2,25B,0,0,15,attr,r,,,,
DRP.ES_SDATA_BYTE1,25C,0,0,15,attr,r,,,,
DRP.ES_SDATA_BYTE0,25D,0,0,15,attr,r,,,,
DRP.DO_FROM_PRBSERR_LSB,25e,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_PRBSERR_MSB,25f,0,0,15,attr_hidden,rw,,,,
DRP.TXGBOX_FIFO_DRPSTATUS_1,260,0,0,15,attr_hidden,rw,,,,
DRP.TXGBOX_FIFO_DRPSTATUS_2,261,0,0,15,attr_hidden,rw,,,,
DRP.TXGBOX_FIFO_DRPSTATUS_3,262,0,0,15,attr_hidden,rw,,,,
DRP.TXGBOX_FIFO_LATENCY,263,0,0,15,attr_hidden,rw,,,,
DRP.RXGBOX_FIFO_DRPSTATUS_1,264,0,0,15,attr_hidden,rw,,,,
DRP.RXGBOX_FIFO_DRPSTATUS_2,265,0,0,15,attr_hidden,rw,,,,
DRP.RXGBOX_FIFO_DRPSTATUS_3,266,0,0,15,attr_hidden,rw,,,,
DRP.RXGBOX_FIFO_DRPSTATUS_4,267,0,0,15,attr_hidden,rw,,,,
DRP.RXGBOX_FIFO_DRPSTATUS_5,268,0,0,15,attr_hidden,rw,,,,
DRP.RXGBOX_FIFO_LATENCY,269,0,0,15,attr_hidden,rw,,,,
DRP.COE_STATUS_SLIDE_DDI,26a,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_RESET_USRCLK,26b,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_RESET_PHYCLK,26c,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_RESET_ASYNC,26d,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_FX_RESET_USRCLK,26e,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_FX_RESET_PHYCLK,26f,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_FX_RESET_ASYNC,270,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_RD_ADDR_76,28d,0,0,15,attr_hidden,rw,,,,
DRP.DO_FROM_EB_RD_ADDR_54,28e,0,0,15,attr_hidden,rw,,,,
DRP.TXGBOX_FIFO_DRPSTATUS_4,2b6,0,0,15,attr_hidden,rw,,,,
DRP.RXGBOX_FIFO_DRPSTATUS_6,2b7,0,0,15,attr_hidden,rw,,,,
DRP.RXGBOX_FIFO_DRPSTATUS_7,2b8,0,0,15,attr_hidden,rw,,,,
LOGIC.EYESCANRESET_OUT,401,0,1,1,port,rw,0,y,GTYE3_CHANNEL,
PORT.RXLPMEN,406,0,5,5,port,r,0,y,GTYE3_CHANNEL,
LOGIC.RXLPMEN_OUT,407,0,5,5,port,rw,0,y,GTYE3_CHANNEL,
LOGIC.RXLPMEN_OVRD,407,0,0,0,port,rw,0,y,GTYE3_CHANNEL,
PORT.RXRATE,415,0,0,2,port,r,0,y,GTYE3_CHANNEL,
LOGIC.RXRATE_OUT,416,0,0,2,port,rw,0,y,GTYE3_CHANNEL,
LOGIC.RXRATE_OVRD,416,0,3,3,port,rw,0,y,GTYE3_CHANNEL,
PORT.TXDIFFCTRL,418,0,4,8,port,r,4'hC,y,GTYE3_CHANNEL,
LOGIC.TXDIFFCTRL_OUT,417,0,4,8,port,rw,4'hC,y,GTYE3_CHANNEL,
LOGIC.TXDIFFCTRL_OVRD,417,0,0,0,port,rw,4'hC,y,GTYE3_CHANNEL,
PORT.TXPOSTCURSOR,41C,0,6,10,port,r,0,y,GTYE3_CHANNEL,
LOGIC.TXPOSTCURSOR_OUT,41A,0,6,10,port,rw,0,y,GTYE3_CHANNEL,
LOGIC.TXPOSTCURSOR_OVRD,41A,0,11,11,port,rw,0,y,GTYE3_CHANNEL,
PORT.TXPRECURSOR,41C,0,0,4,port,r,0,y,GTYE3_CHANNEL,
LOGIC.TXPRECURSOR_OUT,41B,0,0,4,port,rw,0,y,GTYE3_CHANNEL,
LOGIC.TXPRECURSOR_OVRD,41B,0,5,5,port,rw,0,y,GTYE3_CHANNEL,
LOGIC.MB_RESET,422,0,0,0,port,rw,0,y,GTYE3_CHANNEL,
LOGIC.MGT_COORDINATE,454,0,0,15,status,r,,y,GTYE3_CHANNEL,
LOGIC.MGT_NUMBER,455,0,0,15,status,r,,y,GTYE3_CHANNEL,
LOGIC.NUM_GTS,471,0,0,15,status,r,,y,GTYE3_CHANNEL,
LOGIC.OD_TEST_ID,800,0,0,15,ram,rw,,y,,
LOGIC.OD_TEST_START_ADDR,801,0,0,15,ram,rw,,y,,
LOGIC.DEF_TEST_ID,802,0,0,15,ram,rw,,y,,
LOGIC.DEF_TEST_START_ADDR,803,0,0,15,ram,rw,,y,,
LOGIC.OD_TEST_END_ADDR,804,0,0,15,ram,rw,,y,,
LOGIC.OD_REQACK,805,0,0,15,ram,rw,,y,,
LOGIC.OD_RUN,806,0,0,15,ram,rw,,y,,
LOGIC.OD_SUSPEND,807,0,0,15,ram,rw,,y,,
LOGIC.OD_TERMINATE,808,0,0,15,ram,rw,,y,,
LOGIC.OD_UPLOAD_READY,809,0,0,15,ram,rw,,y,,
LOGIC.OD_UPLOAD_READY2,80A,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_SLAVE_TYPE,80B,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_BUS_WIDTH,80C,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_COUNTS_PER_UI,80D,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_FIRST_PIXEL_ADDRESS,80F,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_LAST_PIXEL_ADDRESS,810,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_MAX_PRESCALE,811,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_HORZ_STEP,812,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_VERT_STEP,813,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_SKIP_EYE_INTERIOR,814,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_MAX_HORZ_OFFSET,815,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_EYE_MAX_VERT_OFFSET,816,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_HORZ_OFFSET_CAL,817,0,0,15,ram,rw,,y,,
LOGIC.BRAM_ADDR_ES_VERT_OFFSET_CAL,818,0,0,15,ram,rw,,y,,
